date,impressions reçues,impressions prises,revenu,key,inventaire,fillRate,cpm,site,emplacement,position,format,annonceur,impressions envoyees,discrepencies,impressions facturables,campagne
2017/03/11,796,36,0,523402-2,AMS Market Place,4.52%,0,Allez Marseille,AllezMarseille_728x90_RG_ATF,Haut,728 x 90,Rubicon,798,0.25%,ND,ND
2017/03/11,29,5,0,393368-2,AMS Market Place,17.24%,0,Rugbyto,Rugbyto_728x90_RG_ATF,Haut,728 x 90,Rubicon,29,0.00%,ND,ND
2017/03/11,84,46,0,569746-12,AMS Market Place,54.76%,0,Plongeur,Plongeur_120x240_RG_ATF,Haut,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/11,10,10,0,595706-10,AMS Market Place,100.00%,0,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,35,30,0,587624-15,AMS Market Place,85.71%,0,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,77,54.55%,ND,ND
2017/03/11,38,22,0,595708-2,AMS Market Place,57.89%,0,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,728 x 90,Rubicon,38,0.00%,ND,ND
2017/03/11,36,10,0,571452-12,AMS Market Place,27.78%,0,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/11,25,14,0,571450-12,AMS Market Place,56.00%,0,Plongeur,Plongeur_120x240_RG_BTF,Bas,120 x 240,Rubicon,NA,NA,ND,ND
2017/03/11,2023,0,0,529910-43,AMS Market Place,0%,NA,Le Sport Dauphinois,LeSportDauphinois_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,827,0,0,540566-43,AMS Market Place,0%,NA,Trimes,Trimes_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/11,10,0,0,598040-117,AMS Market Place,0%,NA,8,9,10,11,12,NA,NA,ND,ND
2017/03/11,20,0,0,598040-15,AMS Market Place,0%,NA,8,9,10,11,12,NA,NA,ND,ND
2017/03/11,359,0,0,392430-68,AMS Market Place,0%,NA,Actu Rugby,ActuRugby_1x1_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,11074,0,0,392902-68,AMS Market Place,0%,NA,Les Violets,AllezTFC_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,1275,0,0,452900-15,AMS Market Place,0%,NA,Footpack,Footpack_300x250_ATF_RG,Haut,300 x 250,Rubicon,1250,-2.00%,ND,ND
2017/03/11,7,0,0,420432-15,AMS Market Place,0%,NA,FFTT,FFTT_300x250_RG_ATF,Haut,300 x 250,Rubicon,8,12.50%,ND,ND
2017/03/11,11,0,0,420432-2,AMS Market Place,0%,NA,FFTT,FFTT_728x90_RG_ATF,Haut,728 x 90,Rubicon,12,8.33%,ND,ND
2017/03/11,12,0,0,420432-57,AMS Market Place,0%,NA,FFTT,FFTT_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/11,1250,0,0,452900-10,AMS Market Place,0%,NA,Footpack,Footpack_300x250_ATF_RG,Haut,300 x 600,Rubicon,1312,4.73%,ND,ND
2017/03/11,783,0,0,452900-2,AMS Market Place,0%,NA,Footpack,Footpack_728x90_ATF_RG,Haut,728 x 90,Rubicon,750,-4.40%,ND,ND
2017/03/11,750,0,0,452900-57,AMS Market Place,0%,NA,Footpack,Footpack_728x90_ATF_RG,Haut,970 x 250,Rubicon,817,8.20%,ND,ND
2017/03/11,1,0,0,452900-68,AMS Market Place,0%,NA,Footpack,Footpack_1x1_ATF_RG,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,8,0,0,420432-10,AMS Market Place,0%,NA,FFTT,FFTT_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/11,7425,0,0,454952-68,AMS Market Place,0%,NA,Cahiers du Football,CahierDuFootball_Habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/11,20960,0,0,471996-68,AMS Market Place,0%,NA,DZFoot,DZFoot_1x1_habillage_RG_ATF,Haut,1600 x 1000,Rubicon,NA,NA,ND,ND
2017/03/12,30041,21892,16.03,395228-57,AMS Market Place,72.87%,0.73,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,970 x 250,Rubicon,32435,7.38%,ND,ND
2017/03/12,28239,13443,10.31,395228-10,AMS Market Place,47.60%,0.77,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 600,Rubicon,29759,5.11%,ND,ND
2017/03/12,14803,7045,5.72,392902-10,AMS Market Place,47.59%,0.81,8,9,10,11,12,NA,NA,ND,ND
2017/03/12,13119,6973,5.21,392902-57,AMS Market Place,53.15%,0.75,Les Violets,AllezTFC_728x90_RG_ATF,Haut,970 x 250,Rubicon,13945,5.92%,ND,ND
2017/03/12,14698,6309,5.2,394154-57,AMS Market Place,42.92%,0.82,Hockey Hebdo,HockeyHebdo_728x90_RG_ATF,Haut,970 x 250,Rubicon,16531,11.09%,ND,ND
2017/03/12,28148,21323,4.69,395230-15,AMS Market Place,75.75%,0.22,Le Rugbynistere,Rugbynistere_300x250_RG_BTF,Bas,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,12778,11946,3.43,471998-10,AMS Market Place,93.49%,0.29,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 600,Rubicon,14254,10.35%,ND,ND
2017/03/12,10018,3963,3.3,471996-10,AMS Market Place,39.56%,0.83,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,11587,13.54%,ND,ND
2017/03/12,26386,16517,2.93,395230-2,AMS Market Place,62.60%,0.18,Le Rugbynistere,Rugbynistere_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,13098,4402,2.85,394008-57,AMS Market Place,33.61%,0.65,Handnews,Handnews_728x90_RG_ATF,Haut,970 x 250,Rubicon,13279,1.36%,ND,ND
2017/03/12,32291,10794,2.73,472004-15,AMS Market Place,33.43%,0.25,DZFOOT,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,13422,3647,2.64,393188-10,AMS Market Place,27.17%,0.72,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 600,Rubicon,12710,-5.60%,ND,ND
2017/03/12,22668,3105,2.39,394008-10,AMS Market Place,13.70%,0.77,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 600,Rubicon,22540,-0.57%,ND,ND
2017/03/12,14193,3077,2.33,394154-10,AMS Market Place,21.68%,0.76,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/12,4570,2575,1.85,477700-57,AMS Market Place,56.35%,0.72,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,970 x 250,Rubicon,4746,3.71%,ND,ND
2017/03/12,7859,2727,1.84,393322-57,AMS Market Place,34.70%,0.67,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,970 x 250,Rubicon,7236,-8.61%,ND,ND
2017/03/12,14403,3048,1.84,490612-15,AMS Market Place,21.16%,0.6,Mercato Football Club,MercatoFC_300x250_RG_BTF,Bas,300 x 250,Rubicon,17374,17.10%,ND,ND
2017/03/12,16161,3411,1.77,460206-57,AMS Market Place,21.11%,0.52,Football Club de Marseille,FCMarseille_728x90_RG_ATF,Haut,970 x 250,Rubicon,16755,3.55%,ND,ND
2017/03/12,16523,5798,1.75,392902-15,AMS Market Place,35.09%,0.3,Les Violets,AllezTFC_300x250_RG_ATF,Haut,300 x 250,Rubicon,15761,-4.83%,ND,ND
2017/03/12,20538,10099,1.66,497124-15,AMS Market Place,49.17%,0.16,Rugby Amateur,RugbyAmateur_320x50_RG_BTF-article,Bas,300 x 250,Rubicon,20493,-0.22%,ND,ND
2017/03/12,13557,9238,1.61,413522-10,AMS Market Place,68.14%,0.17,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 600,Rubicon,15340,11.62%,ND,ND
2017/03/12,12691,11383,1.44,471998-2,AMS Market Place,89.69%,0.13,DZFoot,DZFoot_728x90_RG_BTF,Bas,728 x 90,Rubicon,14079,9.86%,ND,ND
2017/03/12,6843,1772,1.33,393322-10,AMS Market Place,25.90%,0.75,Cahiers du Football,CahierDuFootball_300x250_RG_ATF,Haut,300 x 600,Rubicon,6667,-2.64%,ND,ND
2017/03/12,12649,5509,1.31,393210-10,AMS Market Place,43.55%,0.24,Rugby Transferts,RugbyTransferts_300x250_RG_BTF,Bas,300 x 600,Rubicon,12014,-5.29%,ND,ND
2017/03/12,17702,7428,1.22,392926-2,AMS Market Place,41.96%,0.16,Les Violets,AllezTFC_728x90_RG_BTF,Bas,728 x 90,Rubicon,19096,7.30%,ND,ND
2017/03/12,14473,4340,1.18,395228-15,AMS Market Place,29.99%,0.27,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,14796,2.18%,ND,ND
2017/03/12,37449,7312,1.17,472004-43,AMS Market Place,19.53%,0.16,DZFOOT,DZFoot_320x50_RG_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,1378,675,1.09,393178-10,AMS Market Place,48.98%,1.61,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,1410,2.27%,ND,ND
2017/03/12,1773,1478,0.99,595708-10,AMS Market Place,83.36%,0.67,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/12,14147,3138,0.96,393188-2,AMS Market Place,22.18%,0.31,Rugby Transferts,RugbyTransferts_728x90_RG_ATF,Haut,728 x 90,Rubicon,13482,-4.93%,ND,ND
2017/03/12,9953,5140,0.96,393342-15,AMS Market Place,51.64%,0.19,Cahiers du Football,CahierDuFootball_300x250_RG_BTF,Bas,300 x 250,Rubicon,9831,-1.24%,ND,ND
2017/03/12,5645,4118,0.88,471996-58,AMS Market Place,72.95%,0.21,DZFoot,DZFoot_728x90_RG_ATF,Haut,1000 x 90,Rubicon,5833,3.22%,ND,ND
2017/03/12,8103,4474,0.76,477702-2,AMS Market Place,55.21%,0.17,Rugby Amateur,RugbyAmateur_728x90_RG_BTF,Bas,728 x 90,Rubicon,8214,1.35%,ND,ND
2017/03/12,12517,5305,0.75,394024-15,AMS Market Place,42.38%,0.14,Handnews,Handnews_300x250_RG_BTF,Bas,300 x 250,Rubicon,12694,1.39%,ND,ND
2017/03/12,12515,11266,0.74,444938-15,AMS Market Place,90.02%,0.07,Le Rugbynistere,Rugbynistere_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,5966,3919,0.73,569748-2,AMS Market Place,65.69%,0.19,Plongeur,Plongeur_728x90_RG_BTF,Bas,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,8521,2764,0.73,394400-15,AMS Market Place,32.44%,0.26,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,43662,4838,0.69,394190-43,AMS Market Place,11.08%,0.14,Actu Rugby,ActuRugby_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,2685,918,0.69,392430-10,AMS Market Place,34.19%,0.75,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 600,Rubicon,2685,0.00%,ND,ND
2017/03/12,10069,862,0.64,460206-10,AMS Market Place,8.56%,0.74,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 600,Rubicon,10434,3.50%,ND,ND
2017/03/12,18451,3359,0.54,394466-15,AMS Market Place,18.20%,0.16,Le Rugbynistere,Rugbynistere_300x250_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,2662,2223,0.54,529908-10,AMS Market Place,83.51%,0.24,Le Sport Dauphinois,LeSportDauphinois_300x250_BTF_RG,Bas,300 x 600,Rubicon,2877,7.47%,ND,ND
2017/03/12,9601,2173,0.54,393188-15,AMS Market Place,22.63%,0.25,Rugby Transferts,RugbyTransferts_300x250_RG_ATF,Haut,300 x 250,Rubicon,9775,1.78%,ND,ND
2017/03/12,5908,5864,0.53,471996-15,AMS Market Place,99.26%,0.09,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 250,Rubicon,6055,2.43%,ND,ND
2017/03/12,1653,1522,0.53,587624-10,AMS Market Place,92.08%,0.35,DZFoot,DZFoot_300x250_RG_ATF,Haut,300 x 600,Rubicon,NA,NA,ND,ND
2017/03/12,6127,1770,0.52,392902-2,AMS Market Place,28.89%,0.29,Les Violets,AllezTFC_728x90_RG_ATF,Haut,728 x 90,Rubicon,6146,0.31%,ND,ND
2017/03/12,12228,3566,0.52,394166-2,AMS Market Place,29.16%,0.15,Hockey Hebdo,HockeyHebdo_728x90_RG_BTF,Bas,728 x 90,Rubicon,13922,12.17%,ND,ND
2017/03/12,16914,971,0.51,473098-15,AMS Market Place,5.74%,0.53,Football Club de Marseille,FCMarseille_300x250_article_ATF,Haut,300 x 250,Rubicon,17274,2.08%,ND,ND
2017/03/12,7704,1628,0.51,395228-2,AMS Market Place,21.13%,0.31,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,728 x 90,Rubicon,8149,5.46%,ND,ND
2017/03/12,19499,1754,0.44,394008-15,AMS Market Place,9.00%,0.25,Handnews,Handnews_300x250_RG_ATF,Haut,300 x 250,Rubicon,19563,0.33%,ND,ND
2017/03/12,11028,1595,0.41,394154-15,AMS Market Place,14.46%,0.26,Hockey Hebdo,HockeyHebdo_300x250_RG_ATF,Haut,300 x 250,Rubicon,11116,0.79%,ND,ND
2017/03/12,1282,447,0.39,477700-10,AMS Market Place,34.87%,0.87,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 600,Rubicon,1345,4.68%,ND,ND
2017/03/12,22023,2504,0.38,394466-43,AMS Market Place,11.37%,0.15,Le Rugbynistere,Rugbynistere_320x50_MOB_ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,11921,2850,0.38,393210-2,AMS Market Place,23.91%,0.13,Rugby Transferts,RugbyTransferts_728x90_RG_BTF,Bas,728 x 90,Rubicon,11310,-5.40%,ND,ND
2017/03/12,704,298,0.37,393178-57,AMS Market Place,42.33%,1.24,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,698,-0.86%,ND,ND
2017/03/12,1365,574,0.35,392430-57,AMS Market Place,42.05%,0.61,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,970 x 250,Rubicon,1380,1.09%,ND,ND
2017/03/12,3617,2170,0.35,392466-15,AMS Market Place,59.99%,0.16,Actu Rugby,ActuRugby_300x250_RG_BTF,Bas,300 x 250,Rubicon,3660,1.17%,ND,ND
2017/03/12,3941,3034,0.34,529908-2,AMS Market Place,76.99%,0.11,Le Sport Dauphinois,LeSportDauphinois_728x90_BTF_RG,Bas,728 x 90,Rubicon,4237,6.99%,ND,ND
2017/03/12,5181,1752,0.29,394398-43,AMS Market Place,33.82%,0.17,Allo Surf,AlloSurf_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,3508,363,0.29,393782-10,AMS Market Place,10.35%,0.8,Footito,Footito_300x250_RG_ATF,Haut,300 x 600,Rubicon,3584,2.12%,ND,ND
2017/03/12,23089,1925,0.29,394190-15,AMS Market Place,8.34%,0.15,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,718,305,0.29,393766-10,AMS Market Place,42.48%,0.95,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 600,Rubicon,347,-106.92%,ND,ND
2017/03/12,4374,2608,0.29,569746-55,AMS Market Place,59.63%,0.11,Plongeur,Plongeur_728x90_RG_ATF,Haut,970 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,91054,1381,0.27,460250-15,AMS Market Place,1.52%,0.2,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,8703,890,0.25,394008-2,AMS Market Place,10.23%,0.28,Handnews,Handnews_728x90_RG_ATF,Haut,728 x 90,Rubicon,8696,-0.08%,ND,ND
2017/03/12,1095,767,0.24,477702-10,AMS Market Place,70.05%,0.31,Rugby Amateur,RugbyAmateur_300x250_RG_BTF,Bas,300 x 600,Rubicon,1162,5.77%,ND,ND
2017/03/12,9101,455,0.22,460206-15,AMS Market Place,5.00%,0.48,Football Club de Marseille,FCMarseille_300x250_RG_ATF,Haut,300 x 250,Rubicon,9207,1.15%,ND,ND
2017/03/12,684,271,0.22,456346-57,AMS Market Place,39.62%,0.81,Track and Life,TrackAndLife_728x90_ATF_RG,Haut,970 x 250,Rubicon,683,-0.15%,ND,ND
2017/03/12,3705,2230,0.2,393782-9,AMS Market Place,60.19%,0.09,Footito,Footito_160x600_RG_ATF,Haut,160x600,Rubicon,3800,2.50%,ND,ND
2017/03/12,1003,478,0.2,393766-2,AMS Market Place,47.66%,0.42,Trimes,Trimes_728x90_RG_ATF,Haut,728 x 90,Rubicon,1101,8.90%,ND,ND
2017/03/12,4840,615,0.19,393322-2,AMS Market Place,12.71%,0.31,Cahiers du Football,CahierDuFootball_728x90_RG_ATF,Haut,728 x 90,Rubicon,5132,5.69%,ND,ND
2017/03/12,4796,634,0.18,393322-15,AMS Market Place,13.22%,0.28,Cahiers du Football,CahierDuFootball_300x250_RG_ATF,Haut,300 x 250,Rubicon,5071,5.42%,ND,ND
2017/03/12,618,214,0.18,456346-10,AMS Market Place,34.63%,0.84,Track and Life,TrackAndLife_300x600_ATF_RG,Haut,300 x 600,Rubicon,621,0.48%,ND,ND
2017/03/12,8343,620,0.17,394154-2,AMS Market Place,7.43%,0.27,Hockey Hebdo,HockeyHebdo_728x90_RG_ATF,Haut,728 x 90,Rubicon,8389,0.55%,ND,ND
2017/03/12,3722,483,0.15,393782-2,AMS Market Place,12.98%,0.31,Footito,Footito_728x90_RG_ATF,Haut,728 x 90,Rubicon,1795,-107.35%,ND,ND
2017/03/12,12606,244,0.14,460206-2,AMS Market Place,1.94%,0.57,Football Club de Marseille,FCMarseille_728x90_RG_ATF,Haut,728 x 90,Rubicon,12750,1.13%,ND,ND
2017/03/12,570,192,0.14,529906-10,AMS Market Place,33.68%,0.73,Le Sport Dauphinois,LeSportDauphinois_300x250_ATF_RG,Haut,300 x 600,Rubicon,680,16.18%,ND,ND
2017/03/12,1991,196,0.14,393782-57,AMS Market Place,9.84%,0.71,Footito,Footito_728x90_RG_ATF,Haut,970 x 250,Rubicon,1773,-12.30%,ND,ND
2017/03/12,12737,1184,0.14,394166-88,AMS Market Place,9.30%,0.12,Hockey Hebdo,HockeyHebdo_300x250_RG_BTF,Bas,300 x 600,Rubicon,30431,58.14%,ND,ND
2017/03/12,2817,783,0.13,394024-2,AMS Market Place,27.80%,0.17,Handnews,Handnews_728x90_RG_BTF,Bas,728 x 90,Rubicon,3303,14.71%,ND,ND
2017/03/12,1729,416,0.12,392430-15,AMS Market Place,24.06%,0.29,Actu Rugby,ActuRugby_300x250_RG_ATF,Haut,300 x 250,Rubicon,1767,2.15%,ND,ND
2017/03/12,597,590,0.12,591326-15,AMS Market Place,98.83%,0.2,Track and Life,TrackAndLife_300x250_BTF_RG,Bas,300 x 250,Rubicon,600,0.50%,ND,ND
2017/03/12,968,658,0.12,569748-15,AMS Market Place,67.98%,0.18,Plongeur,Plongeur_300x250_RG_BTF,Bas,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,6997,1027,0.12,393210-15,AMS Market Place,14.68%,0.12,Rugby Transferts,RugbyTransferts_300x250_RG_BTF,Bas,300 x 250,Rubicon,7140,2.00%,ND,ND
2017/03/12,1154,304,0.12,569746-15,AMS Market Place,26.34%,0.39,Plongeur,Plongeur_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,3138,362,0.1,393782-15,AMS Market Place,11.54%,0.28,Footito,Footito_300x250_RG_ATF,Haut,300 x 250,Rubicon,3145,0.22%,ND,ND
2017/03/12,602,569,0.09,591326-2,AMS Market Place,94.52%,0.16,Track and Life,TrackAndLife_728x90_BTF_RG,Bas,728 x 90,Rubicon,603,0.17%,ND,ND
2017/03/12,1472,1260,0.09,471996-2,AMS Market Place,85.60%,0.07,DZFoot,DZFoot_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,2170,243,0.07,497122-2,AMS Market Place,11.20%,0.29,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,728 x 90,Rubicon,2197,1.23%,ND,ND
2017/03/12,13891,398,0.07,394400-43,AMS Market Place,2.87%,0.18,Handnews,Mobile-Handnews-320x50,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,1064,351,0.07,460246-15,AMS Market Place,32.99%,0.2,Footpack,Footpack_300x250_Atf_MOB,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,204,67,0.07,395240-10,AMS Market Place,32.84%,1.04,Mango Surf,MangoSurf_300x250_RG_ATF,Haut,300 x 600,Rubicon,150,-36.00%,ND,ND
2017/03/12,608,234,0.07,393466-15,AMS Market Place,38.49%,0.3,Surf Prevention,SurfPrevention_300x250_RG_ATF,Haut,300 x 250,Rubicon,681,10.72%,ND,ND
2017/03/12,794,222,0.06,477700-15,AMS Market Place,27.96%,0.27,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,835,4.91%,ND,ND
2017/03/12,15824,445,0.06,477712-43,AMS Market Place,2.81%,0.13,Rugby Amateur,RugbyAmateur_320x50_MOB-ATF,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,1665,230,0.06,569746-2,AMS Market Place,13.81%,0.26,Plongeur,Plongeur_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,4221,2751,0.06,413522-15,AMS Market Place,65.17%,0.02,Hockey Hebdo,HockeyHebdo_300x250_RG_2_BTF,STF,300 x 250,Rubicon,4319,2.27%,ND,ND
2017/03/12,1934,206,0.06,477700-2,AMS Market Place,10.65%,0.29,Rugby Amateur,RugbyAmateur_728x90_RG_ATF,Haut,728 x 90,Rubicon,1995,3.06%,ND,ND
2017/03/12,689,97,0.05,595706-57,AMS Market Place,14.08%,0.52,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,404,389,0.05,456346-2,AMS Market Place,96.29%,0.13,Track And Life,TrackAndLife_728x90_ATF_RG,Haut,728 x 90,Rubicon,413,2.18%,ND,ND
2017/03/12,129,67,0.05,595708-57,AMS Market Place,51.94%,0.75,Allo Surf,AlloSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,766,122,0.05,392430-2,AMS Market Place,15.93%,0.41,Actu Rugby,ActuRugby_728x90_RG_ATF,Haut,728 x 90,Rubicon,791,3.16%,ND,ND
2017/03/12,112,47,0.04,395240-57,AMS Market Place,41.96%,0.85,Mango Surf,MangoSurf_728x90_RG_ATF,Haut,970 x 250,Rubicon,129,13.18%,ND,ND
2017/03/12,2555,259,0.04,477712-15,AMS Market Place,10.14%,0.15,Rugby Amateur,RugbyAmateur_300x250_RG_ATF,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,275,227,0.04,569746-9,AMS Market Place,82.55%,0.18,Plongeur,Plongeur_160x600_RG_ATF,Haut,160 x 600,Rubicon,NA,NA,ND,ND
2017/03/12,396,131,0.04,456346-15,AMS Market Place,33.08%,0.31,Track And Life,TrackAndLife_300x250_ATF_RG,Haut,300 x 250,Rubicon,404,1.98%,ND,ND
2017/03/12,363,131,0.04,529906-2,AMS Market Place,36.09%,0.31,Le Sport Dauphinois,LeSportDauphinois_728x90_ATF_RG,Haut,728 x 90,Rubicon,410,11.46%,ND,ND
2017/03/12,21158,148,0.04,460250-43,AMS Market Place,0.70%,0.27,Football Club de Marseille,FCMarseille_320x50_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,177,40,0.03,523436-57,AMS Market Place,22.60%,0.75,Nantes Direct,NantesDirect_728x90_ATF_RG,Haut,970 x 250,Rubicon,211,16.11%,ND,ND
2017/03/12,369,114,0.03,529906-15,AMS Market Place,30.89%,0.26,Le Sport Dauphinois,LeSportDauphinois_300x250_ATF_RG,Haut,300 x 250,Rubicon,378,2.38%,ND,ND
2017/03/12,137,35,0.03,392880-10,AMS Market Place,25.55%,0.86,Parce Que Toulon,ParceQueToulon_300x250_RG_ATF,Haut,300 x 600,Rubicon,137,0.00%,ND,ND
2017/03/12,1610,193,0.03,456350-15,AMS Market Place,11.99%,0.16,Track and Life,TrackAndLife_300x250_BTF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,165,39,0.03,523436-10,AMS Market Place,23.64%,0.77,Nantes Direct,NantesDirect_300x250_ATF_RG,Haut,300 x 600,Rubicon,196,15.82%,ND,ND
2017/03/12,629,43,0.03,393178-15,AMS Market Place,6.84%,0.7,Allo Surf,AlloSurf_300x250_RG_ATF,Haut,300 x 250,Rubicon,703,10.53%,ND,ND
2017/03/12,408,87,0.02,393766-15,AMS Market Place,21.32%,0.23,Trimes,Trimes_300x250_RG_ATF,Haut,300 x 250,Rubicon,413,1.21%,ND,ND
2017/03/12,681,603,0.02,471998-15,AMS Market Place,88.55%,0.03,DZFoot,DZFoot_300x250_RG_BTF,Bas,300 x 250,Rubicon,832,18.15%,ND,ND
2017/03/12,683,115,0.02,460246-43,AMS Market Place,16.84%,0.17,Footpack,Footpack_320x50_MOB_RG,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,279,75,0.02,393466-2,AMS Market Place,26.88%,0.27,Surf Prevention,SurfPrevention_728x90_RG_ATF,Haut,728 x 90,Rubicon,315,11.43%,ND,ND
2017/03/12,1544,836,0.02,444938-2,AMS Market Place,54.15%,0.02,Le Rugbynistere,Rugbynistere_728x90_RG_ATF,Haut,728 x 90,Rubicon,NA,NA,ND,ND
2017/03/12,2936,121,0.02,456350-43,AMS Market Place,4.12%,0.17,Track and Life,TrackAndLife_320x50_BTF_RG,Haut,320 x 50,Rubicon,NA,NA,ND,ND
2017/03/12,332,28,0.02,523402-57,AMS Market Place,8.43%,0.71,Allez Marseille,AllezMarseille_728x90_ATF_RG,Haut,970 x 250,Rubicon,91,-264.84%,ND,ND
2017/03/12,389,90,0.01,523406-15,AMS Market Place,23.14%,0.11,Allez Marseille,AllezMarseille_300x250_ATF_RG,Haut,300 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,17,4,0.01,420432-57,AMS Market Place,23.53%,2.5,FFTT,FFTT_728x90_RG_ATF,Haut,970 x 250,Rubicon,NA,NA,ND,ND
2017/03/12,155,136,0.01,523438-2,AMS Market Place,87.74%,0.07,Nantes Direct,NantesDirect_728x90_BTF_RG,Bas,728 x 90,Rubicon,185,16.22%,ND,ND
2017/03/12,30,24,0.01,392892-10,AMS Market Place,80.00%,0.42,Parce Que Toulon,ParceQueToulon_300x250_RG_BTF,Bas,300 x 600,Rubicon,33,9.09%,ND,ND
2017/03/12,466,88,0.01,523406-43,AMS Market Place,18.88%,0.11,Allez Marseille,AllezMarseille_320x50_ATF_MOB,Haut,320 x 50,Rubicon,NA,NA,ND,ND
